Cleared,5/30/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.39,,Restaurants
Cleared,5/29/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.13,,Restaurants
Cleared,5/22/19,"MCDONALD'S F11829      CLINTON       NJ 
",3.19,,Restaurants
Cleared,5/19/19,"NOODLE PLUS.           EDISON        NJ 
",28.36,,Restaurants
Cleared,5/18/19,"SARKU JAPAN SUSHI      BRIDGEWATER   NJ 
",9.48,,Restaurants
Cleared,5/15/19,"MCDONALD'S F11829      CLINTON       NJ 
",3.19,,Restaurants
Cleared,5/12/19,"DUN HUANG              EDISON        NJ 
",31.78,,Restaurants
Cleared,5/5/19,"NOODLE PLUS.           EDISON        NJ 
",27.88,,Restaurants
Cleared,5/2/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.34,,Restaurants
Cleared,5/1/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.43,,Restaurants
Cleared,4/27/19,"MCDONALD'S F11829      CLINTON       NJ 
",21.37,,Restaurants
Cleared,4/25/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.09,,Restaurants
Cleared,4/22/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.72,,Restaurants
Cleared,4/15/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.28,,Restaurants
Cleared,4/12/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",8.71,,Restaurants
Cleared,4/11/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.07,,Restaurants
Cleared,4/10/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.38,,Restaurants
Cleared,4/7/19,"AUNTIE ANNE'S # NJ 121 BRIDGEWATER   NJ 
",6.17,,Restaurants
Cleared,4/5/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.25,,Restaurants
Cleared,3/27/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4,,Restaurants
Cleared,3/16/19,"JUST CHILL FROZEN YOGU CLINTON       NJ 
",4.25,,Restaurants
Cleared,3/16/19,"SQU*SQ *THE STONE BEAN Clinton       NJ 
",13.22,,Restaurants
Cleared,3/10/19,"PANERA BREAD #601500   BASKING RIDGE NJ 
",28.63,,Restaurants
Cleared,3/8/19,"CIRCA                  HIGH BRIDGE   NJ 
",13.9,,Restaurants
Cleared,3/8/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.58,,Restaurants
Cleared,3/7/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",3.87,,Restaurants
Cleared,3/5/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4,,Restaurants
Cleared,3/4/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.08,,Restaurants
Cleared,3/1/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.08,,Restaurants
Cleared,2/28/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.36,,Restaurants
Cleared,2/28/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.08,,Restaurants
Cleared,2/27/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.24,,Restaurants
Cleared,2/24/19,"PANERA BREAD #601500   BASKING RIDGE NJ 
",34.06,,Restaurants
Cleared,2/21/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",8.71,,Restaurants
Cleared,2/18/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",6.28,,Restaurants
Cleared,2/17/19,"PANERA BREAD #601492 P PISCATAWAY    NJ 
",3.6,,Restaurants
Cleared,2/17/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",15.44,,Restaurants
Cleared,2/16/19,"CITISPOT               CLINTON       NJ 
",7.17,,Restaurants
Cleared,2/15/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.07,,Restaurants
Cleared,2/3/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",19.04,,Restaurants
Cleared,2/1/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.76,,Restaurants
Cleared,1/31/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.24,,Restaurants
Cleared,1/30/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.78,,Restaurants
